"","slope","season","species","range_min","range_max","range_mean","range_sd","temp_mean","temp_sd"
"Melospiza melodia6","Blue_Ridge","winter","Melospiza melodia",200,1600,803.723621424901,366.906074177853,5.87995322219419,1.83193645588363
"Mimus polyglottos8","Blue_Ridge","winter","Mimus polyglottos",200,1200,603.1570236946,306.176215397158,6.86157544418247,1.71420768807213
"Molothrus ater8","Blue_Ridge","winter","Molothrus ater",200,1000,559.014864487998,293.214034125772,7.09959978222332,1.70793872696912
"Passerculus sandwichensis7","Blue_Ridge","winter","Passerculus sandwichensis",200,1000,570.922033742307,314.887146496863,6.99716053089312,1.90948280975564
"Passerella iliaca5","Blue_Ridge","winter","Passerella iliaca",200,1800,1142.45340608667,560.317937389815,4.27025780814815,2.73414234951273
"Pipilo erythrophthalmus1","Blue_Ridge","winter","Pipilo erythrophthalmus",200,1400,734.428087747592,329.743362545705,6.18494464256942,1.69863748207116
"Poecile atricapillus5","Blue_Ridge","winter","Poecile atricapillus",400,1600,1280.88737211902,585.939490669512,3.55817653137709,2.80680128567377
"Poecile carolinensis1","Blue_Ridge","winter","Poecile carolinensis",200,1800,912.221925700302,435.711213563475,5.36356094651591,2.12444272999641
"Regulus satrapa7","Blue_Ridge","winter","Regulus satrapa",200,1800,994.369764323429,565.128694180946,5.00082700263817,2.77864027493658
"Sayornis phoebe3","Blue_Ridge","winter","Sayornis phoebe",200,1400,641.29252384526,353.348324644142,6.69489932255366,1.84525857845523
"Scolopax minor1","Blue_Ridge","winter","Scolopax minor",200,1800,1435.71586002559,595.771219361928,2.85347895140227,2.89331683917895
"Selasphorus rufus5","Blue_Ridge","winter","Selasphorus rufus",200,1200,640.680522681682,297.46740317877,6.65733776145716,1.60609371075672
"Setophaga coronata13","Blue_Ridge","winter","Setophaga coronata",200,1600,558.103702560644,449.698773601627,7.16854168917996,2.4134055483376
"Setophaga palmarum","Blue_Ridge","winter","Setophaga palmarum",200,1000,493.058534497612,308.312827544849,7.48468520624618,1.85547048947096
"Setophaga pinus1","Blue_Ridge","winter","Setophaga pinus",200,800,462.05628341193,212.255194981455,7.58304388188368,1.32974742188969
"Sialia sialis5","Blue_Ridge","winter","Sialia sialis",200,1400,642.410514367881,346.098255543821,6.67721954092176,1.81904185434324
"Sitta canadensis6","Blue_Ridge","winter","Sitta canadensis",400,1800,1394.74088528854,367.71575142074,3.06571550051783,1.76283633968298
"Sitta carolinensis7","Blue_Ridge","winter","Sitta carolinensis",200,1600,898.95517283726,395.834357853867,5.42069055312485,1.90498236562794
"Sitta pusilla1","Blue_Ridge","winter","Sitta pusilla",200,800,416.127875491709,312.744588937256,7.94132725064716,1.97574727861003
"Sphyrapicus varius8","Blue_Ridge","winter","Sphyrapicus varius",200,1400,621.996614499827,340.705254587993,6.76674350194378,1.7786192340953
"Spinus pinus8","Blue_Ridge","winter","Spinus pinus",200,1800,1164.60299313357,442.954625668376,4.1775823802265,2.10501548437416
"Spinus tristis6","Blue_Ridge","winter","Spinus tristis",200,1800,809.273736689177,389.30945752841,5.84850905119207,1.91450348259573
"Spizella passerina9","Blue_Ridge","winter","Spizella passerina",200,1400,540.698184858099,354.902484210634,7.23092533302703,1.92047654785779
"Spizella pusilla2","Blue_Ridge","winter","Spizella pusilla",200,1400,644.263419187722,327.466655455794,6.67128829727945,1.76268285215742
"Strix varia4","Blue_Ridge","winter","Strix varia",200,1600,1288.6611186555,596.479753085405,3.54282887199478,2.91567445469568
"Sturnella magna5","Blue_Ridge","winter","Sturnella magna",200,1000,538.467266191986,260.375002701931,7.17623055687557,1.56583016360632
"Thryothorus ludovicianus2","Blue_Ridge","winter","Thryothorus ludovicianus",200,1400,730.700067048116,348.33509196354,6.2257893195232,1.76270939003684
"Toxostoma rufum2","Blue_Ridge","winter","Toxostoma rufum",200,1400,640.102584799394,309.400218084224,6.67417109274284,1.69723959428448
"Troglodytes aedon21","Blue_Ridge","winter","Troglodytes aedon",200,1200,519.322162674501,392.543871782434,7.38920554255128,2.19265261226249
"Troglodytes hiemalis2","Blue_Ridge","winter","Troglodytes hiemalis",200,1400,675.419796485444,322.748733216571,6.49527341864609,1.69125162418501
"Turdus migratorius10","Blue_Ridge","winter","Turdus migratorius",200,1800,803.730582300137,479.449837693212,5.88571780421198,2.3793420253052
"Zonotrichia albicollis","Blue_Ridge","winter","Zonotrichia albicollis",200,1400,644.297773489158,321.841588849792,6.65052079683133,1.69175228199934
"Zonotrichia leucophrys8","Blue_Ridge","winter","Zonotrichia leucophrys",200,1400,741.801160031518,326.710824219993,6.12539789744109,1.69655674667351
"Zonotrichia querula","Blue_Ridge","winter","Zonotrichia querula",200,800,588.707386363636,339.827830740001,6.85178814601008,2.16097479590335
"Accipiter cooperii14","Cascade_East","winter","Accipiter cooperii",0,1400,676.082538167074,432.027965890413,4.09697309925857,1.54393209413766
"Accipiter striatus15","Cascade_East","winter","Accipiter striatus",0,1200,671.844060676291,370.454440151733,4.17979133922953,1.22984527286963
"Anser albifrons1","Cascade_East","winter","Anser albifrons",0,800,262.262479011387,403.391197495182,5.49130930665804,1.22036481877301
"Anthus rubescens11","Cascade_East","winter","Anthus rubescens",0,800,266.789979917556,509.829395042563,5.49162410750838,1.52957986922214
"Aphelocoma californica5","Cascade_East","winter","Aphelocoma californica",0,1200,497.770728618929,336.962519342747,4.74063468263705,1.04085635294034
"Aquila chrysaetos11","Cascade_East","winter","Aquila chrysaetos",0,1200,618.977246356771,333.520568879106,4.38813682886902,1.01516382308822
"Bombycilla cedrorum11","Cascade_East","winter","Bombycilla cedrorum",0,1200,808.005685713294,491.417488052022,3.74433602591476,1.62592520591069
"Branta canadensis11","Cascade_East","winter","Branta canadensis",0,1200,444.452026199678,551.470822175467,4.86290520725216,1.82542559454859
"Branta hutchinsii6","Cascade_East","winter","Branta hutchinsii",0,600,211.954370021216,277.00793863544,5.62823646898193,0.873763651722032
"Bubo virginianus11","Cascade_East","winter","Bubo virginianus",0,1600,722.031243247637,434.245581908638,3.93477610461453,1.82295271988192
"Buteo jamaicensis14","Cascade_East","winter","Buteo jamaicensis",0,1200,568.576210023989,368.788167461733,4.51124271452945,1.21462591108795
"Buteo lagopus","Cascade_East","winter","Buteo lagopus",400,1600,745.900443527891,432.828870663901,3.90465883359103,1.88734989393559
"Callipepla californica7","Cascade_East","winter","Callipepla californica",0,1200,585.932773848335,477.370966021677,4.45981991846452,1.46704201276207
"Calypte anna6","Cascade_East","winter","Calypte anna",0,800,427.481626284004,257.293627526527,4.93920039224002,0.752285847320709
"Catharus guttatus11","Cascade_East","winter","Catharus guttatus",0,1600,625.400803791632,632.9012457462,4.10857249308901,2.45231495999417
"Catherpes mexicanus6","Cascade_East","winter","Catherpes mexicanus",0,1000,241.674601255229,537.6355752476,5.55097159964563,1.64804713467646
"Certhia americana11","Cascade_East","winter","Certhia americana",0,1800,1150.4333438627,509.946306399167,1.99769167869738,2.26435542305217
"Circus hudsonius11","Cascade_East","winter","Circus hudsonius",0,1200,522.741708455331,338.339923805146,4.66443548401404,1.05974652382141
"Coccothraustes vespertinus11","Cascade_East","winter","Coccothraustes vespertinus",0,1600,952.609962204572,437.194438465947,3.02036223348815,1.90261179396973
"Colaptes auratus11","Cascade_East","winter","Colaptes auratus",0,1600,586.784648670086,424.675026290301,4.40455764443285,1.4604492969388
"Corthylio calendula12","Cascade_East","winter","Corthylio calendula",0,1800,599.890954087669,829.159700190265,3.99847530937115,3.48788601535087
"Corvus corax21","Cascade_East","winter","Corvus corax",0,2200,1274.56315475678,753.31631640597,1.04344821120912,3.69750965538119
"Cyanocitta stelleri8","Cascade_East","winter","Cyanocitta stelleri",0,1800,819.803482801575,562.16130315923,3.34983626651002,2.39315902422882
"Dryobates albolarvatus3","Cascade_East","winter","Dryobates albolarvatus",800,1400,993.448102203811,192.005703178666,3.0667688611456,0.978522787223792
"Dryobates pubescens11","Cascade_East","winter","Dryobates pubescens",0,1200,471.194794499316,301.164978165423,4.82456677263003,0.914972010125833
"Dryobates villosus11","Cascade_East","winter","Dryobates villosus",0,2000,1220.60241685809,514.326059106243,1.63734839647565,2.52108592800492
"Dryocopus pileatus11","Cascade_East","winter","Dryocopus pileatus",0,1800,884.23947493494,577.059680791746,3.13956016812233,2.51049647768625
"Eremophila alpestris3","Cascade_East","winter","Eremophila alpestris",0,800,647.309296087985,420.874711383346,4.34366204609991,1.24658599249504
"Falco columbarius11","Cascade_East","winter","Falco columbarius",0,1600,569.143889332666,603.004626753122,4.28069364304997,2.38616318216581
"Falco peregrinus26","Cascade_East","winter","Falco peregrinus",0,1000,230.325873275915,537.284454698528,5.59105919059224,1.63106024504477
"Falco sparverius110","Cascade_East","winter","Falco sparverius",0,1000,500.692074516093,319.491208761159,4.75171419968334,0.937684282947586
"Glaucidium gnoma5","Cascade_East","winter","Glaucidium gnoma",200,1600,921.359343555748,531.017276986365,3.08313047276251,2.39698589794074
"Gymnorhinus cyanocephalus1","Cascade_East","winter","Gymnorhinus cyanocephalus",800,1000,900,100,3.5483895493135,NA
"Haemorhous cassinii5","Cascade_East","winter","Haemorhous cassinii",400,1600,1047.78837557089,386.760348067597,2.65112597966685,1.8105738487732
"Haemorhous mexicanus13","Cascade_East","winter","Haemorhous mexicanus",0,1200,584.595813332845,309.697870617624,4.48226781165662,0.967049425414697
"Haemorhous purpureus11","Cascade_East","winter","Haemorhous purpureus",0,1200,623.436161261627,456.772214477101,4.28103118680737,1.55057934626899
"Ixoreus naevius5","Cascade_East","winter","Ixoreus naevius",0,1600,636.380569497024,457.453811605184,4.16138689801311,1.72660535913026
"Junco hyemalis11","Cascade_East","winter","Junco hyemalis",0,1600,601.26860790468,488.520996139755,4.27686076626331,1.796708090581
"Loxia curvirostra21","Cascade_East","winter","Loxia curvirostra",400,2000,1313.50004160301,467.903922886718,1.22122023732311,2.50369848068739
"Melanerpes formicivorus11","Cascade_East","winter","Melanerpes formicivorus",0,600,355.068587355171,180.969310609859,5.12571016076216,0.505778763257504
"Melanerpes lewis2","Cascade_East","winter","Melanerpes lewis",0,800,428.927428196611,249.739282678565,4.93150918471954,0.699022744798954
"Meleagris gallopavo11","Cascade_East","winter","Meleagris gallopavo",200,1000,631.055601509331,242.22490500726,4.36229571579586,0.726393802656963
